code,cname,pe,pb,mv
603530,神马电力,32.0,5.64,9029980901.0
002587,奥拓电子,717.49,2.51,3394545053.0
300443,金雷股份,33.47,0.82,4955683577.0
688677,海泰新光,21.91,2.43,3091336820.0
601618,中国中冶,6.39,0.54,53052465075.0
688076,诺泰生物,25.93,4.82,11780200496.0
600433,冠豪高新,26.49,0.99,4490132394.0
688597,煜邦电力,24.36,2.36,1887566278.0
601212,白银有色,762.25,1.24,18808127258.0
603348,文灿股份,37.94,1.47,6208857262.0
603929,亚翔集成,9.04,2.96,4292803200.0
688697,纽威数控,14.17,2.64,4102933752.0
605066,天正电气,17.14,1.45,2546814170.0
603128,华贸物流,10.84,1.11,6571413400.0
688056,莱伯泰科,28.1,1.66,1340021452.0
836422,润普食品,29.4,1.06,440643896.0
603027,千禾味业,20.35,3.0,10195092373.0
603107,上海汽配,24.46,2.51,5009424750.0
601916,浙商银行,4.24,0.41,67837650829.0
601369,陕鼓动力,13.93,1.49,12769432844.0
301255,通力科技,44.99,2.63,2677568000.0
000657,中钨高新,34.9,1.78,10256755357.0
002749,国光股份,13.08,2.71,5684899776.0
600795,国电电力,6.41,1.58,86146040166.0
600925,苏能股份,17.58,2.14,33204444445.0
603056,德邦股份,18.54,1.57,12344002285.0
600509,天富能源,10.52,0.85,6591775861.0
000685,中山公用,9.5,0.63,10547046160.0
603055,台华新材,10.01,1.83,8484486505.0
600976,健民集团,12.96,2.69,6201905398.0
300376,ST易事特,22.04,0.77,5494647523.0
601965,中国汽研,20.58,2.49,16514082408.0
600639,浦东金桥,16.1,0.77,10550681194.0
600490,鹏欣资源,-54.25,0.85,5178155765.0
301057,汇隆新材,36.1,1.84,1364076890.0
600096,云天化,5.97,1.71,33935081820.0
002539,云图控股,9.18,0.98,8333293958.0
002758,浙农股份,17.04,0.8,3588248857.0
301567,贝隆精密,79.28,3.88,2801520000.0
600705,中航产融,42.49,0.55,20120758926.0
002152,广电运通,22.65,1.85,22573950543.0
603501,韦尔股份,37.31,4.75,102011869008.0
600166,福田汽车,21.93,1.24,18168543088.0
830896,旺成科技,24.72,1.75,687312590.0
002063,远光软件,75.76,2.45,8553881040.0
002236,大华股份,12.24,1.27,44314986447.0
834682,球冠电缆,10.29,1.16,1203280000.0
601598,中国外运,8.34,0.84,32459265094.0
000688,国城矿业,115.04,3.42,9891634920.0
603786,科博达,26.35,4.08,19580601744.0
688370,丛麟科技,20.2,0.81,2131511200.0
600998,九州通,9.19,0.91,22186869030.0
430564,天润科技,-34.78,2.11,649893037.0
688448,磁谷科技,65.05,1.11,1082456109.0
000403,派林生物,24.23,2.08,15848395951.0
839725,惠丰钻石,57.12,1.25,794272500.0
300146,汤臣倍健,10.21,1.61,18199046112.0
688097,博众精工,44.79,2.04,8584570043.0
603317,天味食品,18.38,2.17,9074513925.0
300159,新研股份,-11.67,-31.53,3192797416.0
002841,视源股份,22.42,1.8,22195967620.0
002401,中远海科,21.17,2.86,4731339241.0
000777,中核科技,32.39,2.47,4894323379.0
000570,苏常柴Ａ,29.86,0.89,2992136230.0
300801,泰和科技,25.57,1.18,2774061000.0
600163,中闽能源,11.77,1.22,8049673685.0
301062,上海艾录,32.79,2.83,3387348823.0
430017,星昊医药,10.6,0.85,1280931740.0
688146,中船特气,37.3,2.46,13267058831.0
688819,天能股份,11.04,1.69,26363352000.0
603722,阿科力,738.82,3.93,2930077500.0
600717,天津港,9.74,0.63,12010104308.0
002832,比音勒芬,9.88,1.97,9473737594.0
600269,赣粤高速,7.71,0.54,9668585038.0
601801,皖新传媒,10.49,1.05,12139173669.0
688560,明冠新材,121.03,0.74,2079448813.0
000809,*ST和展,-15.97,0.61,1699070064.0
002484,江海股份,15.11,1.89,10500895521.0
834407,驰诚股份,23.59,2.11,537919200.0
301031,中熔电气,36.23,4.52,4738836031.0
601388,怡球资源,32.76,1.05,4490494137.0
831832,科达自控,27.1,1.18,787483200.0
300502,新易盛,40.9,11.34,70767675464.0
872953,国子软件,47.89,2.11,1120320731.0
000736,中交地产,-3.09,5.66,6066439016.0
600905,三峡能源,14.35,1.37,115916099760.0
601033,永兴股份,12.95,1.08,10926000000.0
000782,恒申新材,-133.75,1.51,2773789296.0
688520,神州细胞-U,56.91,-31.19,14308636491.0
600704,物产中大,6.6,0.58,20770247160.0
833781,瑞奇智造,21.11,1.4,560656861.0
600650,锦江在线,26.78,1.41,5499552767.0
002048,宁波华翔,9.13,0.8,9720300366.0
600456,宝钛股份,15.33,1.82,12355327159.0
872392,佳合科技,13.67,1.82,581130000.0
603515,欧普照明,13.32,1.63,10246846156.0
836871,派特尔,14.36,1.77,434314558.0
603299,苏盐井神,7.93,1.33,7639835850.0
688376,美埃科技,19.69,2.17,3657024000.0
688633,星球石墨,20.51,1.69,2534752828.0
430556,雅达股份,24.19,1.24,622676672.0
300360,炬华科技,10.17,1.86,6940081947.0
601928,凤凰传媒,11.95,1.53,29240901000.0
301335,天元宠物,34.61,1.13,2158380000.0
002741,光华科技,212.47,3.36,4562052955.0
600587,新华医疗,9.51,1.21,9209502375.0
834014,特瑞斯,19.45,1.22,952845719.0
688489,三未信安,102.28,1.53,2804488309.0
002058,威尔泰,-69.64,7.94,1074428007.0
002332,仙琚制药,16.31,1.91,11079094499.0
605056,咸亨国际,45.1,2.47,3838133602.0
871553,凯腾精工,42.18,1.6,535965416.0
300539,横河精密,54.95,3.1,1658255052.0
600438,通威股份,-13.31,1.62,83286594647.0
688257,新锐股份,11.84,1.09,2319824665.0
300617,安靠智电,17.2,1.31,3675229026.0
600694,大商股份,5.15,0.53,4573698062.0
688282,*ST导航,-31.47,1.51,1926320000.0
002432,九安医疗,16.34,1.05,19666216538.0
301363,美好医疗,32.64,3.41,11044885600.0
833454,同心传动,43.29,2.5,760924000.0
831370,新安洁,-15.19,0.81,554366800.0
000700,模塑科技,6.93,1.35,4966463254.0
688177,百奥泰,-17.33,8.41,8211206400.0
600708,光明地产,243.39,0.37,4011546137.0
600141,兴发集团,12.29,0.96,19781354655.0
000995,皇台酒业,-198.5,13.33,1577157120.0
300492,华图山鼎,35.88,24.47,8725614652.0
688366,昊海生科,29.21,2.42,13747265708.0
872541,铁大科技,23.45,1.88,725877000.0
870508,丰安股份,12.71,0.96,440659200.0
603025,大豪科技,18.32,5.48,11779436089.0
002324,普利特,27.38,1.81,7887392523.0
002171,楚江新材,20.85,1.13,7031747667.0
000791,甘肃能源,14.82,0.96,8498870241.0
601216,君正集团,9.78,1.15,29617441039.0
000776,广发证券,10.73,0.81,93586956514.0
002372,伟星新材,24.55,3.6,16684558114.0
002915,中欣氟材,-61.35,1.94,2838084230.0
603071,物产环能,8.09,1.13,5819464830.0
300636,同和药业,21.03,1.28,2925399809.0
603565,中谷物流,9.6,1.46,14532436673.0
836547,无锡晶海,16.95,1.47,938471040.0
600621,华鑫股份,42.51,1.61,12815663447.0
300333,兆日科技,-431.26,2.75,1737120000.0
600829,人民同泰,11.07,1.07,2992225161.0
002151,北斗星通,-138.03,2.22,12137082020.0
603685,晨丰科技,72.95,1.54,1740776261.0
000997,新大陆,11.65,1.84,12343472727.0
688141,杰华特,-9.06,2.57,6104380800.0
000902,新洋丰,10.16,1.52,14994059995.0
834950,迅安科技,10.86,2.3,624442000.0
870436,大地电气,-36.92,1.46,642436800.0
600125,铁龙物流,11.73,0.91,6658161557.0
002486,嘉麟杰,30.28,1.34,1414400000.0
000718,苏宁环球,10.24,0.54,5158881853.0
603699,纽威股份,14.47,3.65,14120416061.0
002092,ST中泰,-17.98,0.39,8728365772.0
600167,联美控股,12.1,1.05,11555003349.0
688549,中巨芯-U,162.09,2.45,7445471040.0
002166,莱茵生物,38.3,1.65,4971311728.0
688425,铁建重工,12.32,1.06,17813879980.0
300103,达刚控股,-54.96,2.58,1588005000.0
300040,九洲集团,18.31,1.01,2932972579.0
600580,卧龙电驱,16.55,1.33,13004413792.0
833523,德瑞锂电,9.32,2.31,1173069853.0
300276,三丰智能,253.21,2.4,4623441867.0
603125,常青科技,20.06,1.86,4137706950.0
300493,润欣科技,83.21,3.79,4213366886.0
300529,健帆生物,17.8,6.73,19669647923.0
836961,西磁科技,24.85,2.51,697281500.0
603596,伯特利,25.01,3.86,22878908330.0
600379,宝光股份,29.48,3.71,2707652825.0
000711,*ST京蓝,-44.43,6.91,4685441006.0
300469,信息发展,-47.39,6.77,3646628325.0
601008,连云港,21.21,1.01,4044479900.0
002445,中南文化,199.57,1.8,3898419380.0
603983,丸美股份,24.0,2.56,8473130000.0
688002,睿创微纳,25.99,2.47,11659401390.0
300666,江丰电子,40.14,3.03,12935255921.0
605299,舒华体育,34.74,2.18,2667615120.0
000564,供销大集,-350.6,1.94,31045319283.0
600111,北方稀土,639.46,2.7,58057957423.0
688531,日联科技,27.49,1.33,4222922788.0
600681,百川能源,17.04,1.19,4290735392.0
301313,凡拓数创,-13.14,1.97,1839463038.0
688253,英诺特,12.11,2.51,4997513772.0
301371,敷尔佳,15.94,1.96,10854170400.0
603916,苏博特,25.91,0.67,2761856728.0
688455,科捷智能,-16.98,1.27,1439559369.0
000960,锡业股份,13.09,1.15,20934600829.0
601668,中国建筑,3.35,0.45,197232928385.0
000811,冰轮环境,9.11,1.06,6032896652.0
600229,城市传媒,13.49,1.3,4235322480.0
601995,中金公司,30.74,1.54,136997549914.0
600236,桂冠电力,17.25,2.88,49580156375.0
000538,云南白药,14.07,2.28,89730566305.0
300623,捷捷微电,29.62,3.5,12676463685.0
300757,罗博特科,114.12,12.35,12375162534.0
601997,贵阳银行,3.22,0.29,17147568976.0
603033,三维股份,93.86,3.25,11270617645.0
601139,深圳燃气,12.16,1.23,17950832122.0
601333,广深铁路,12.07,0.82,22029800070.0
000533,顺钠股份,34.66,2.66,2148437760.0
836717,瑞星股份,47.94,0.96,534408800.0
600888,新疆众和,6.66,0.84,8535330502.0
600292,远达环保,34.85,0.7,3630798539.0
601678,滨化股份,30.24,0.56,6359332093.0
300803,指南针,-141.1,7.47,13815237959.0
835857,百甲科技,39.56,0.77,554665689.0
600784,鲁银投资,8.72,1.02,3101243951.0
430476,海能技术,-18.37,1.11,515090982.0
600764,中国海防,100.46,1.86,15143512216.0
688172,燕东微,-480.15,0.98,14533141825.0
300141,和顺电气,529.25,2.87,1916828730.0
002948,青岛银行,3.33,0.49,17577471266.0
300441,鲍斯股份,10.31,1.99,3885827684.0
688255,凯尔达,38.65,1.77,1817065710.0
300497,富祥药业,-91.71,1.67,4119536207.0
600422,昆药集团,19.76,1.69,9070225684.0
002521,齐峰新材,20.37,1.19,4442278655.0
300056,中创环保,472.76,9.39,2864193991.0
600452,涪陵电力,34.9,2.72,13690586137.0
002738,中矿资源,21.76,1.73,20587987888.0
601187,厦门银行,4.84,0.48,11744119102.0
600685,中船防务,120.8,1.93,35479010088.0
300408,三环集团,27.5,3.02,56402517629.0
600053,九鼎投资,318.83,1.75,5089768992.0
600872,中炬高新,18.07,2.72,12641209084.0
002415,海康威视,22.71,3.12,229998970301.0
870656,海昇药业,19.99,1.5,937600000.0
831175,派诺科技,90.48,0.95,699771900.0
600792,云煤能源,-6.99,0.94,3252076148.0
000630,铜陵有色,8.59,1.14,37483256775.0
002478,常宝股份,6.07,0.74,3956962621.0
000063,中兴通讯,9.75,1.59,111832423624.0
600388,龙净环保,12.81,1.44,11048909881.0
688300,联瑞新材,31.15,5.33,7318373921.0
601677,明泰铝业,6.75,0.86,14451840794.0
002706,良信股份,13.74,1.58,6502893866.0
002468,申通快递,17.73,1.68,15491717920.0
600517,国网英大,13.48,1.17,24703642414.0
300192,科德教育,26.39,3.85,3314473323.0
002429,兆驰股份,10.71,1.28,19511114016.0
600061,国投资本,14.64,0.72,36624271571.0
603355,莱克电气,9.47,2.34,11411040982.0
300553,集智股份,97.3,2.11,1495852800.0
002851,麦格米特,18.13,2.55,11406731599.0
870726,鸿智科技,20.86,2.38,599165206.0
688361,中科飞测,-116.16,6.79,15801600000.0
832662,方盛股份,18.53,1.67,739797517.0
832876,慧为智能,74.24,2.12,541684762.0
000623,吉林敖东,14.07,0.53,15128076646.0
603153,上海建科,41.08,1.86,6332354088.0
688558,国盛智科,16.34,1.3,2031480000.0
300969,恒帅股份,16.93,3.32,3916000000.0
688128,中国电研,15.73,2.11,6188850000.0
839167,同享科技,12.36,2.41,1522721015.0
688379,华光新材,13.8,1.3,1241456626.0
300542,新晨科技,-115.24,5.19,3299086884.0
600567,山鹰国际,27.17,0.47,6169392731.0
600010,包钢股份,289.81,1.2,62658820302.0
000821,京山轻机,11.11,1.55,6004512860.0
002697,红旗连锁,10.54,1.33,5616800000.0
002138,顺络电子,25.64,3.19,18867849484.0
300488,恒锋工具,23.19,2.18,2962345544.0
688722,同益中,22.92,1.72,2159046987.0
002715,登云股份,76.56,3.12,1326180000.0
603227,雪峰科技,9.38,1.59,7351811847.0
605006,山东玻纤,-12.87,0.98,2504922860.0
836239,长虹能源,12.34,2.67,2130268189.0
600605,汇通能源,30.84,3.7,5064233632.0
605277,新亚电子,23.48,2.48,3532134267.0
600744,华银电力,567.92,4.6,5524658025.0
000968,蓝焰控股,11.83,0.89,5263214470.0
603568,伟明环保,10.57,2.54,30087039300.0
600380,健康元,11.42,1.23,17729935973.0
603365,水星家纺,9.72,1.02,2840149135.0
600699,均胜电子,14.93,1.41,19017470831.0
600606,绿地控股,45.25,0.24,18973194724.0
600527,江南高纤,57.57,1.09,2337877218.0
300933,中辰股份,38.66,1.64,2476002103.0
000027,深圳能源,7.31,0.86,25642331647.0
601456,国联证券,152.23,1.46,26703620974.0
002493,荣盛石化,47.44,1.85,81409221000.0
000895,双汇发展,17.18,4.28,78890335820.0
603061,金海通,42.48,2.67,3370800000.0
600298,安琪酵母,20.15,2.74,27858239813.0
873527,夜光明,27.77,1.07,401085236.0
300726,宏达电子,24.25,1.82,8788662292.0
000591,太阳能,9.61,0.67,15654164820.0
000620,新华联,80.5,1.44,7809514003.0
300695,兆丰股份,17.78,0.92,2357708945.0
603728,鸣志电器,181.18,5.05,14504878980.0
600390,五矿资本,9.97,0.42,17902300527.0
300720,海川智能,58.73,4.04,2324885664.0
002517,恺英网络,12.33,3.51,19953838467.0
600551,时代出版,15.69,0.96,5383758598.0
600081,东风科技,50.76,0.96,4391027790.0
002085,万丰奥威,31.68,3.75,25224774538.0
600834,申通地铁,53.7,1.86,3141172935.0
603507,振江股份,15.71,1.59,3879542512.0
601218,吉鑫科技,38.31,0.91,2569762301.0
001376,百通能源,31.18,6.45,6650787000.0
600136,ST明诚,-61.76,7.59,2673481970.0
603358,华达科技,38.38,3.74,12600448000.0
300285,国瓷材料,21.53,2.18,14227879227.0
600917,重庆燃气,27.46,1.51,8139541200.0
000596,古井贡酒,10.44,3.28,74585460000.0
600968,海油发展,12.2,1.57,39440604292.0
300196,长海股份,15.15,0.84,3698884768.0
000852,石化机械,37.63,1.61,4943252532.0
301188,力诺特玻,26.36,1.89,2703398745.0
300181,佐力药业,13.78,3.04,8157134706.0
600017,日照港,9.14,0.59,7935187031.0
000550,江铃汽车,9.91,1.67,17756311980.0
002046,国机精工,13.37,1.41,4744752049.0
600162,香江控股,49.73,0.71,4183600796.0
688584,上海合晶,88.2,2.1,8504557751.0
603081,大丰实业,38.09,1.32,3652740595.0
300919,中伟股份,15.2,1.31,26266627486.0
301061,匠心家居,14.82,2.62,8458112000.0
603195,公牛集团,17.97,5.85,80456768075.0
603268,松发股份,-22.7,38.95,1576943760.0
601377,兴业证券,23.29,0.82,43870815454.0
300033,同花顺,72.4,8.08,52550400000.0
000728,国元证券,13.83,0.78,27666351829.0
834475,三友科技,35.41,1.81,650517600.0
002986,宇新股份,9.6,0.98,3884369692.0
603668,天马科技,50.93,2.52,5711557375.0
600673,东阳光,42.0,2.1,19017546574.0
835174,五新隧装,10.58,2.1,1473442714.0
871694,中裕科技,13.85,1.36,1027071920.0
430510,丰光精密,66.13,4.33,1847665708.0
688609,九联科技,-34.53,3.84,3760000000.0
001267,汇绿生态,150.7,2.59,3905652854.0
600995,南网储能,22.35,1.32,27997010852.0
600675,中华企业,-21.48,1.06,15115338328.0
600420,国药现代,9.33,1.03,13411726920.0
000967,盈峰环境,15.59,0.69,11876030768.0
000603,盛达资源,41.82,2.18,6899693460.0
831304,迪尔化工,10.04,2.14,1012677120.0
600603,ST广物,11.65,0.9,6140445253.0
688338,赛科希德,16.88,1.29,2117540880.0
300808,久量股份,-400.61,2.54,2592000000.0
601390,中国中铁,4.32,0.42,123258136489.0
833455,汇隆活塞,13.08,1.96,661888500.0
002572,索菲亚,10.59,1.81,11961045777.0
603611,诺力股份,7.98,1.4,3838251786.0
873833,美心翼申,19.91,0.99,612758400.0
871642,通易航天,-47.57,2.68,642755724.0
603667,五洲新春,30.26,1.56,4542622200.0
600638,新黄浦,57.73,0.56,2505036044.0
600568,ST中珠,-18.92,1.07,2471158404.0
002597,金禾实业,25.75,1.75,12721843741.0
833575,康乐卫士,-12.23,6.26,4525943400.0
300656,民德电子,-192.46,2.64,2965597498.0
300136,信维通信,41.23,2.35,16719586065.0
002975,博杰股份,90.0,2.05,3258141030.0
002580,圣阳股份,12.18,1.33,2800371687.0
301093,华兰股份,34.53,1.12,2553448789.0
000683,远兴能源,7.62,1.33,18434140441.0
836826,盖世食品,17.8,2.15,691337805.0
603701,德宏股份,92.65,3.75,2893276244.0
600307,酒钢宏兴,-3.98,0.84,7703929632.0
601696,中银证券,28.15,1.36,23890800000.0
688184,帕瓦股份,-3.0,0.67,1781855308.0
002690,美亚光电,19.87,4.56,10807874875.0
603893,瑞芯微,56.05,6.43,20488373184.0
002479,富春环保,16.08,0.8,3174550000.0
601059,信达证券,32.24,2.16,39597030000.0
601128,常熟银行,5.29,0.71,18361228651.0
600977,中国电影,44.33,1.62,18109900000.0
002967,广电计量,44.2,1.93,7045609820.0
002049,紫光国微,25.73,3.26,37952604689.0
603927,中科软,34.5,4.17,13039017600.0
600500,中化国际,527.33,0.84,12990455407.0
832735,德源药业,10.55,1.69,1692440215.0
600618,氯碱化工,11.4,1.01,8337643827.0
603276,恒兴新材,39.17,1.44,2493870459.0
002839,张家港行,4.13,0.52,7810758263.0
002742,ST三圣,-7.8,3.69,1036800000.0
301091,深城交,-552.61,4.81,10667280000.0
603505,金石资源,40.94,8.46,13722281967.0
831010,凯添燃气,17.84,1.29,839510000.0
688161,威高骨科,46.13,2.21,8592000000.0
300586,美联新材,61.37,2.2,4238851204.0
831855,浙江大农,15.43,1.0,534343331.0
688600,皖仪科技,-27.68,2.12,1597642691.0
002791,坚朗五金,727.65,1.26,7116627611.0
601238,广汽集团,24.22,0.63,73466720510.0
301015,百洋医药,15.16,4.41,11179798954.0
300517,海波重科,52.33,1.59,1649166822.0
688651,盛邦安全,-47.4,1.84,1771876500.0
300796,贝斯美,102.34,2.05,3387520139.0
600864,哈投股份,42.67,0.78,9737070034.0
600095,湘财股份,114.05,1.41,16726248297.0
300062,中能电气,50.45,2.0,2609492362.0
002109,兴化股份,-5.76,0.64,2986471451.0
002249,大洋电机,12.6,1.27,11277470626.0
600120,浙江东方,46.81,0.81,11953835222.0
300151,昌红科技,85.49,4.77,7455120834.0
603093,南华期货,12.35,1.45,5685814123.0
300041,回天新材,14.29,1.41,3910362485.0
600057,厦门象屿,6.78,0.81,10566725393.0
002708,光洋股份,45.08,2.24,3917822830.0
000065,北方国际,7.56,0.93,8148460067.0
000021,深科技,27.65,1.8,19928703499.0
300476,胜宏科技,26.18,3.03,24034505538.0
603928,XD兴业股,32.45,1.21,1824076800.0
600604,市北高新,-23.94,1.04,6519100718.0
002056,横店东磁,14.67,2.11,18739723092.0
000882,华联股份,65.32,0.45,3147954739.0
605123,派克新材,16.44,1.26,5432091088.0
600243,青海华鼎,-54.56,2.11,1509644000.0
002792,通宇通讯,112.63,1.96,5386757511.0
000935,四川双马,34.68,1.08,7863435430.0
832110,雷特科技,15.97,1.73,577980000.0
603687,大胜达,32.41,0.98,3135181625.0
301317,鑫磊股份,30.03,2.26,2327983900.0
603977,国泰集团,20.73,1.78,5659513053.0
001379,腾达科技,54.13,3.02,4326000000.0
600987,航民股份,12.03,1.17,7177092807.0
688211,中科微至,363.94,0.91,3295481798.0
601375,中原证券,39.33,1.13,15832236827.0
002545,东方铁塔,12.83,0.83,7066272631.0
688301,奕瑞科技,19.52,2.84,12002810893.0
600739,辽宁成大,13.23,0.41,12161193037.0
603733,仙鹤股份,9.47,1.42,10420199133.0
600595,中孚实业,10.26,0.64,9101406359.0
002239,奥特佳,53.29,1.31,7362195987.0
000601,韶能股份,11.03,0.83,3673875675.0
300660,江苏雷利,21.07,2.18,7237224422.0
688249,晶合集成,72.9,1.3,27263376784.0
603053,成都燃气,12.85,1.58,7040008800.0
600814,杭州解百,10.58,1.16,4153346629.0
300184,力源信息,56.22,1.77,6520167359.0
603368,柳药集团,6.31,0.79,5857774728.0
002997,瑞鹄模具,16.81,2.76,5436074810.0
300608,思特奇,-19.34,2.02,2990585298.0
301196,唯科科技,15.45,1.14,3514368000.0
300338,*ST开元,-25.14,-7.07,905905557.0
300661,圣邦股份,89.09,7.56,31830195612.0
603887,城地香江,-18.83,1.05,2610070428.0
000848,承德露露,12.08,2.32,7094214459.0
600409,三友化工,14.14,0.68,9268929022.0
000883,湖北能源,10.24,0.88,29189110254.0
688129,东来技术,18.57,1.65,1351772136.0
300748,金力永磁,56.65,2.0,13559986168.0
300600,ST瑞科,-69.16,1.76,1647713088.0
001282,三联锻造,19.41,1.81,2666227200.0
301152,天力锂能,-18.45,1.66,3004424221.0
601137,博威合金,8.23,1.46,10492651342.0
603383,顶点软件,51.69,3.72,5043464086.0
603097,江苏华辰,38.0,3.13,3035200000.0
002674,兴业科技,19.94,1.0,2279449593.0
600760,中航沈飞,34.16,7.03,110558664462.0
603737,三棵树,33.41,5.46,14034342369.0
002960,青鸟消防,17.45,1.1,6594813877.0
603885,吉祥航空,22.53,2.61,22051492469.0
601608,中信重工,39.79,1.71,15204117411.0
600019,宝钢股份,13.38,0.61,121578381259.0
870357,雅葆轩,21.75,3.0,1061060000.0
603239,浙江仙通,16.33,2.77,2986041600.0
600623,华谊集团,14.2,0.52,11744287285.0
600032,浙江新能,17.81,1.28,15894903892.0
603688,石英股份,23.22,2.09,11927755924.0
002488,金固股份,184.03,1.83,7664880801.0
603950,长源东谷,18.67,1.4,3558956184.0
601963,重庆银行,3.77,0.45,22827898732.0
600064,南京高科,4.63,0.52,9464957853.0
000923,河钢资源,8.22,0.83,7845802111.0
601577,长沙银行,3.2,0.42,26341177089.0
000875,吉电股份,5.56,0.94,12165307639.0
832786,骑士乳业,12.73,1.13,909380550.0
600779,水井坊,30.67,3.61,14870604569.0
300129,泰胜风能,23.42,1.39,6067496016.0
831834,三维股份,15.73,1.83,518400022.0
301377,鼎泰高科,34.88,2.65,6199200000.0
600469,风神股份,8.52,1.18,3931740195.0
600982,宁波能源,14.52,0.87,3609936777.0
002334,英威腾,20.0,1.58,4350747896.0
603325,博隆技术,19.99,1.74,3942197100.0
600458,时代新材,15.98,1.21,7091028107.0
002523,天桥起重,59.54,1.32,3045777720.0
688627,精智达,46.21,2.07,3531081480.0
603357,设计总院,8.97,1.2,4194662861.0
002951,*ST金时,-25.99,1.1,2154600000.0
003022,联泓新科,60.49,2.38,17028492000.0
600617,国新能源,37.62,1.15,4089886565.0
002507,涪陵榨菜,15.01,1.61,13454695866.0
002165,红宝丽,30.91,1.16,2338158082.0
600048,保利发展,5.98,0.45,88700985727.0
688586,江航装备,28.11,2.36,5855909754.0
002928,华夏航空,129.04,2.17,6749115384.0
003028,振邦智能,17.6,1.94,3182352514.0
301276,嘉曼服饰,9.85,0.9,1819800000.0
000014,沙河股份,18.83,1.23,2038029206.0
300911,亿田智能,78.46,2.07,2763770437.0
600389,江山股份,15.9,1.44,5430496500.0
300628,亿联网络,16.1,5.25,43803834901.0
000401,冀东水泥,-6.92,0.41,11164502089.0
600629,华建集团,10.85,0.81,4066629799.0
002230,科大讯飞,-96.64,4.65,77443095198.0
601686,友发集团,33.94,1.21,7474971428.0
001227,兰州银行,6.31,0.41,11904007081.0
000028,国药一致,8.99,0.75,13374258800.0
605196,华通线缆,9.59,1.22,3739246149.0
002677,浙江美大,20.69,2.46,4037822794.0
600161,天坛生物,28.36,3.99,41188647220.0
002628,成都路桥,-28.24,0.53,1574768863.0
000928,中钢国际,8.89,0.94,7460152029.0
000402,金融街,-1.57,0.18,6216974207.0
002899,英派斯,18.0,1.12,1841550321.0
002149,西部材料,31.76,2.06,6073385569.0
603312,西典新能,24.66,2.65,4521568000.0
688352,颀中科技,30.42,1.68,9857119118.0
002125,湘潭电化,16.93,1.84,5212108584.0
601615,明阳智能,14.22,0.7,18786084084.0
600063,皖维高新,25.8,0.84,6686415935.0
688347,华虹公司,86.95,1.06,46067789059.0
002501,利源股份,-24.38,3.68,3656500000.0
000539,粤电力Ａ,11.98,0.95,21631170022.0
002014,永新股份,13.99,2.19,5040808057.0
600903,贵州燃气,21.72,2.32,7095526142.0
688535,华海诚科,76.61,3.71,3814521333.0
002971,和远气体,34.1,2.26,2982720000.0
600649,城投控股,-38.15,0.38,7765797196.0
600668,尖峰集团,29.51,0.56,2811164875.0
002768,国恩股份,8.57,1.03,4706187500.0
836957,汉维科技,23.51,1.68,656684164.0
688291,金橙子,43.55,1.59,1466080476.0
600881,亚泰集团,-1.79,0.68,3313891860.0
600221,海航控股,-34.65,30.98,44079945186.0
000981,山子高科,-8.09,4.41,10197420306.0
605158,华达新材,9.99,1.25,3119662000.0
600515,海南机场,60.19,1.5,34847194286.0
833394,民士达,18.46,2.48,1635075000.0
300782,卓胜微,44.45,3.12,31499776939.0
601811,新华文轩,12.26,1.29,17545219020.0
600332,白云山,7.77,1.09,39620525427.0
603082,北自科技,30.0,2.91,4276318033.0
002158,汉钟精机,9.62,2.27,8673225535.0
688027,国盾量子,-172.83,8.26,12216904240.0
301392,汇成真空,33.36,5.23,3942000000.0
603278,大业股份,-35.15,0.76,1725884930.0
600630,龙头股份,35.83,4.01,3003771491.0
600425,青松建化,11.3,0.77,4862252232.0
300633,开立医疗,33.31,3.55,11363027755.0
002891,中宠股份,20.86,2.63,5941105567.0
873169,七丰精工,49.85,1.62,498769581.0
600083,*ST博信,-10.19,-13.96,462300000.0
301219,腾远钴业,11.8,1.18,10067538937.0
605090,九丰能源,6.96,1.78,15400711742.0
603291,XD联合水,23.01,2.22,3821682054.0
600121,郑州煤电,176.59,2.23,3667420234.0
688325,赛微微电,42.19,1.54,2555228019.0
600109,国金证券,28.57,0.8,25987916570.0
300453,三鑫医疗,14.67,2.64,3117579270.0
601198,东兴证券,22.41,0.94,25827239705.0
600273,嘉化能源,9.18,1.0,9723405997.0
000409,云鼎科技,32.53,3.18,4727690030.0
600282,南钢股份,9.97,0.96,24598713134.0
838163,方大新材,36.34,4.37,1924291642.0
835985,海泰新能,9.44,1.16,1541191476.0
603230,内蒙新华,14.47,1.39,3521089080.0
002214,大立科技,-15.22,3.46,5968409833.0
601606,长城军工,-81.88,2.53,6489086464.0
002004,华邦健康,12.57,0.79,7880078380.0
002788,鹭燕医药,7.1,0.87,2704076483.0
600184,光电股份,314.8,1.6,4039560958.0
300724,捷佳伟创,6.33,1.62,15528611066.0
300087,荃银高科,-126.31,3.09,5617677283.0
603898,好莱客,23.94,0.72,2147858296.0
603969,银龙股份,16.77,1.44,3367770160.0
301109,军信股份,10.54,1.12,5654037900.0
003035,南网能源,36.47,2.16,14924242421.0
001308,康冠科技,14.89,1.74,12173752051.0
000897,津滨发展,4.8,1.05,3186026301.0
000544,中原环保,4.77,0.84,6715576122.0
000617,中油资本,10.21,0.61,62199029069.0
688119,中钢洛耐,-298.4,1.09,3318750000.0
300946,恒而达,23.32,2.26,2595729780.0
